StockCode,Description,TotalQuantity,TotalRevenue,TotalOrders,AvgUnitPrice
84867A,PINK BABY GIRLS PHOTO ALBUM,17,119.39000000000001,5,9.398
84288B,SET/2 BLUE  NOODLE BASKETS,61,118.95,24,1.95
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,61,118.94999999999999,6,1.95
23280,FOLDING MIRROR HOT PINK,156,118.92000000000002,5,0.808
22972,CHILDRENS SPACEBOY MUG,72,118.80000000000001,5,1.65
90018C,SILVER BLACK ORBIT DROP EARRINGS,28,118.51,20,4.226000000000001
35607A,PINK FLUFFY CHRISTMAS DECORATION,554,118.42999999999999,31,0.33129032258064517
20887,BOX OF 6 PEBBLE CANDLES,18,118.39,8,5.615
90139,FLOWER BROOCH 4 ASSORTED COLOURS,23,118.24000000000001,18,5.152222222222223
22877,"NUMBER TILE COTTAGE GARDEN, 9",59,117.30999999999999,5,2.402
35824C,"HANGING FLOWERS+MIRROR,CLEAR",235,117.05,8,0.935
22879,NUMBER TILE VINTAGE FONT 0,74,117.04,20,3.023
23244,STORAGE TIN VINTAGE LEAF,60,117.0,7,1.95
72038P,PRICE'S CANDLE PEACH,1050,116.5,9,0.15222222222222223
16206B,RED PURSE WITH PINK HEART,96,116.4,16,1.23125
84751B,BLACK MEDIUM GLASS CAKE STAND,38,115.86,19,3.0100000000000002
20896,VINTAGE NOTEBOOK PINK FLOWER,39,115.05,14,2.95
20848,ZINC HEART LATTICE CHARGER SMALL,39,115.05,12,2.9500000000000006
84462,3 PINK HEN+CHICKS IN BASKET,100,114.86,14,1.3264285714285715
23185,FRENCH STYLE STORAGE JAR JAM,317,114.85,30,0.3516129032258064
20698,LITTLE PINK MONSTER SOFT TOY,47,114.44999999999999,21,2.509090909090909
23151,ZINC SWEETHEART SOAP DISH,61,114.33000000000001,21,2.2395238095238095
90049,IVORY GOLD METAL BAG CHARM,20,114.24,6,7.489999999999999
23535,WALL ART BICYCLE SAFTEY,21,114.15,3,5.75
90030A,SPOTTED WHITE NATURAL SEED NECKLACE,79,113.76,10,2.496
22875,"NUMBER TILE COTTAGE GARDEN, 7",57,113.41,3,2.703333333333333
22870,"NUMBER TILE COTTAGE GARDEN, 2",57,113.40999999999998,3,2.703333333333333
22868,"NUMBER TILE COTTAGE GARDEN, 0",57,113.40999999999998,3,2.703333333333333
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",252,113.22,34,0.6129411764705882
90179C,BLACK FINE BEAD NECKLACE W TASSEL,19,112.78,16,5.933125
21089,SET/6 GREEN SPRING PAPER CUPS,323,112.53999999999999,40,0.49725
44236,PINK/PURPLE CIRCLE CURTAIN,64,112.32000000000001,12,2.868461538461539
71510,SQUARE METAL CANDLEHOLDER BASE,177,112.05,17,0.7935294117647059
35916A,YELLOW FELT HANGING HEART W FLOWER,129,112.03999999999999,44,1.0156818181818181
71495B,CD WALL TIDY RED FLOWERS,294,111.57000000000001,18,0.5449999999999999
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,255,111.33999999999999,26,0.6815384615384615
10138,ASSORTED COLOUR JUMBO PEN,261,111.22,21,0.4776190476190476
22873,"NUMBER TILE COTTAGE GARDEN, 5",57,111.14999999999999,3,1.95
84493,BLUE/PINK NEST STRIPE BOX,1142,111.12,5,1.5619999999999998
90103,PURPLE FRANGIPANI NECKLACE,44,110.85,30,2.521333333333333
82069,BEECH WOOD P/FRAME,17,109.85,11,6.275454545454545
22872,"NUMBER TILE COTTAGE GARDEN, 4",56,109.19999999999999,2,1.95
22874,"NUMBER TILE COTTAGE GARDEN, 6",56,109.19999999999999,2,1.95
22871,"NUMBER TILE COTTAGE GARDEN, 3",56,109.19999999999999,2,1.95
22876,"NUMBER TILE COTTAGE GARDEN, 8",56,109.19999999999999,2,1.95
85185F,LION SOCK PUPPET,37,109.15,19,2.95
84247H,PACK/12 DECOUPAGE CARD,42,109.13,20,2.317
90177C,DROP DIAMANTE EARRINGS CRYSTAL,37,109.03,24,2.9458333333333333
90071,RUBY GLASS CLUSTER EARRINGS,87,108.99,73,1.253013698630137
20667,CHERRY BLOSSOM PURSE,40,108.69,24,2.6437500000000003
90104,PURPLE FRANGIPANI HAIRCLIP,129,108.11,49,0.8342
23041,PAPER LANTERN 6 POINT SNOW STAR,26,107.9,6,4.15
72753C,S/3 FLWR FAIRY ROSE CANDLES,43,107.68,6,4.021666666666667
90118,PINK DAISY BAG CHARM,42,107.39,29,2.576206896551724
35840,FLAT GLASS  BAUBLE WHITE FLOCK,45,107.13,11,3.7590909090909093
23626,SET 10 CARDS DINKY TREE 17076,43,107.07,16,2.49
23455,SMALL PARLOUR FRAME,42,106.98,2,2.6900000000000004
90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,64,106.74,40,1.67575
84562B,BLUE/WHITE RIBBED MELAMINE JUG,10,106.59,7,10.530000000000001
48103,DOORMAT KISS MY.......,22,106.58,2,6.035
35096B,RED VICTORIAN FABRIC HEART BOX,293,106.49000000000001,25,0.46759999999999996
90165A,PINK ROSEBUD PEARL EARRINGS,42,106.49,27,2.524074074074074
22445,PENCIL CASE GINGHAM FOREST,36,106.2,4,2.95
90051,CRACKED GLAZE NECKLACE RED,15,105.72,11,7.0590909090909095
35610A,PINK CHRISTMAS FLOCK DROPLET,143,105.43,12,1.5366666666666664
84458,S/3 RABBIT FLOWER/EGG/CARROT ROPE,124,105.39999999999999,20,0.85
22433,WATERING CAN PINK BUNNY,54,105.3,5,1.95
17090D,VANILLA INCENSE 40 CONES IN TIN,88,105.2,28,1.2366666666666668
23574,PACKING CHARGE,14,105.0,14,7.5
16169D,WRAP WINTER FOREST,250,105.0,9,0.42
90141A,GREEN PENDANT TRIPLE SHELL NECKLACE,20,104.95,17,5.300000000000001
90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,21,104.77,13,5.006153846153846
21118,SHOPPING BAG DOORSTOP,69,104.25,7,2.5357142857142856
21337,SILVER WASHBAG,33,103.53,12,3.465
35910A,MULTICOLOUR EASTER RABBIT,53,103.35,13,1.9499999999999997
84679,CLASSICAL ROSE TABLE LAMP,14,103.3,4,8.95
35594,WOODEN CHRISTMAS TREE 3 HANGING,165,103.06,39,0.9984615384615384
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,22,102.3,10,4.65
90125C,TURQUOISE BERTIE GLASS BEAD CHARM,92,101.35,10,1.6649999999999998
72369A,PINK CLEAR GLASS CANDLE PLATE,67,101.28999999999999,14,1.7473333333333334
84921,CREAM AND PINK FLOWERS PONY,27,101.25,14,3.75
16248B,BLUE HOLE PUNCH,81,101.25,12,1.25
85050,FRENCH ENAMEL SOAP DISH WITH LID,48,100.8,1,2.1
72821,CUPID SCENTED CANDLE IN GLASS,61,100.65,14,1.65
75172,PAINTED SEA SHELL METAL WINDCHIME,97,100.31,11,2.1354545454545457
78027,SEAGRASS S/2 CORNER LAUNDRY,6,100.15,5,18.03
23611,SET 10 CARDS RED RIDING HOOD 17214,40,99.60000000000001,16,2.49
23464,VINTAGE ZINC WATERING CAN SMALL,18,99.2,8,6.2125
37471,MULTICOLOUR DOTS PLATE,692,99.02,6,4.694999999999999
23465,TUSCAN VILLA FEEDING STATION,12,99.0,7,8.25
23466,TUSCAN VILLA DOVECOTE,12,99.0,4,8.25
23191,BUNDLE OF 3 RETRO EXERCISE BOOKS,60,99.0,5,1.65
22736,"RIBBON REEL, MAKING SNOWMEN",60,99.0,5,1.65
21266,VINTAGE SILVER TINSEL REEL,23,98.9,9,4.3
90169,DAISY HAIR COMB,39,98.87,23,2.527391304347826
37471,MULTICOLOUR POLKADOT PLATE,713,98.83,4,2.1075
84575A,PINK DOG CANNISTER,24,98.8,13,5.334615384615385
22878,"NUMBER TILE COTTAGE GARDEN, No",45,98.71999999999998,5,2.944
90163B,WHITE ROSEBUD & PEARL NECKLACE,13,98.45,9,7.5744444444444445
84705D,CHERRY BLOSSOM PHOTO FRAME,22,97.9,14,4.386
90150,BLUE SHELL+SILVER NECKLACE,13,97.5,8,7.5
16161G,WRAP BAD HAIR DAY,975,97.5,33,0.1
90067A,PINK VINTAGE VICTORIAN EARRINGS,33,97.24,16,2.943125
20697,LITTLE GREEN MONSTER SOFT TOY,40,96.6,21,2.507142857142857
20861,GOLD COSMETIC BAG PINK STAR,46,96.6,16,2.1
84465,15 PINK FLUFFY CHICKS IN BOX,32,96.51,23,3.041739130434783
17084J,LOVE POTION MASALA INCENSE,456,95.76,20,0.21000000000000002
48103,DOOR MAT KISS MY.......,13,95.15,8,7.305
72606A,BROWN ANTIQUE CUBE CANDLE,226,94.92,18,0.42
21241,GREEN POLKADOT CUP,111,94.35,10,0.85
20622,VIP PASSPORT COVER,43,94.04,17,2.375294117647059
23402,HOME SWEEET HOME 3 PEG HANGER,25,93.75,4,3.75
90214R,"LETTER ""R"" BLING KEY RING",91,93.73,50,1.0916
22432,WATERING CAN GREEN DINOSAUR,48,93.6,6,1.95
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,11,93.48,10,8.498000000000001
90026A,GLASS BEAD HOOP NECKLACE BLACK,11,93.47,9,8.496666666666666
90214G,"LETTER ""G"" BLING KEY RING",100,93.17999999999999,48,1.0266666666666666
81950B,FLOWER BLUE CLOCK W/SUCKER,100,93.1,26,1.1615384615384614
17084A,TRANQUILITY MASALA INCENSE,442,92.82,18,0.21
35913B,WHITE/PINK CHICK EASTER DECORATION,100,92.39,21,1.065217391304348
90075,MONTANA DIAMOND CLUSTER NECKLACE,10,92.17999999999999,8,9.2075
84753A,PINK EAU DE COLOGNE BOTTLE,97,92.16999999999999,24,1.1537499999999998
21343,GOLD JEWELERY BOX,20,92.0,3,8.283333333333333
90089,PINK CRYSTAL SKULL PHONE CHARM,104,91.89999999999999,26,1.2326923076923075
90202C,GREEN ENAMEL FLOWER HAIR TIE,31,91.46,25,2.9524
90177B,DROP DIAMANTE EARRINGS BLACK DIAMON,31,91.38,19,2.951578947368421
23075,DOUBLE CERAMIC PARLOUR HOOK,22,91.30000000000001,5,4.15
90112,PINK DOLLY HAIR CLIPS,84,91.25,20,1.108095238095238
84437A,S/6 PINK EASTER DECS IN BOX,106,90.94999999999999,18,0.8924999999999998
90202A,PURPLE ENAMEL FLOWER HAIR TIE,31,90.9,23,2.93
90214D,"LETTER ""D"" BLING KEY RING",100,90.82,50,1.0224
84539,KNITTED RABBIT DOLL,55,90.75,11,1.6499999999999997
81952V,ROUND PURPLE CLOCK W/SUCKER,99,90.52,22,1.2840909090909092
72783,BLACK SIL'T SQU CANDLE PLATE,43,90.3,9,2.1
71406C,BLACK ORANGE SQUEEZER,210,89.92,35,0.4691428571428571
84984C,ORIENTAL BLUE C/COVER,13,89.59,8,7.390000000000001
17013C,ORIGAMI LAVENDER INCENSE IN TUBE,213,89.46000000000001,2,0.42
79026B,"S/4 ICON COASTER,ELVIS LIVES",69,89.25,37,1.595945945945946
84968B,SET OF 16 VINTAGE IVORY CUTLERY,6,89.24,6,14.873333333333333
47598,NEW ENGLAND EGG WARMER,138,89.12,32,0.7571875
84388,WISE MAN STAR SHAPE EGG PAN,70,89.03999999999999,22,1.4856521739130435
20660,VIP LUGGAGE TAG,71,88.75,26,1.25
90162A,ANT SILVER TURQUOISE BOUDICCA RING,30,88.5,11,2.95
90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,53,88.31,33,1.6712121212121211
35638A,PINK AND BLACK STRING CURTAIN,39,88.04999999999998,6,3.9499999999999997
71495A,CD WALL TIDY BLUE OFFICE,225,87.96000000000001,20,0.6395
84721,MANHATTAN CANVAS ART PICTURE,20,87.8,2,8.35
90092,BLUE CRYSTAL BOOT PHONE CHARM,102,87.50999999999999,10,0.9175
84891B,GREEN WIRE GOBLET CANDLEHOLDER,11,87.45,6,7.95
37462B,"PET MUG, BUDGIE",170,87.28,32,0.754375
20835,FRENCH LATTICE CUSHION COVER,80,87.02000000000001,10,2.87
35822B,"ACRYLIC BEAD CHAIN, BLUE",229,87.02,1,0.38
90088,CRYSTAL KEY+LOCK PHONE CHARM,101,86.69999999999999,14,0.9107142857142857
90039C,FIRE POLISHED GLASS BRACELET BLACK,23,86.65,12,3.783333333333333
23614,SET 10 CARDS 12 DAYS WRAP  17058,26,86.58,11,3.33
84424A,FOUR PICTURE WHITE GLASS FRAME,23,86.25,10,3.75
35271S,GOLD PRINT PAPER BAG,420,85.97,20,0.23399999999999999
90012B,BLACK DROP CRYSTAL NECKLACE,17,85.89999999999999,6,7.699999999999999
90162D,ANT SILVER PURPLE BOUDICCA RING,29,85.55,14,2.95
84454,WOBBLING METAL CHICKEN EASTER,93,85.53,18,1.075
90026D,GLASS BEAD HOOP NECKLACE AMETHYST,10,85.0,8,8.5
22844,"DOG FOOD CONTAINER , VINTAGE",10,85.0,3,8.5
35838B,S/6 SILVER ORNAMENETAL CANDLE,100,85.0,23,0.85
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,20,84.96000000000001,11,4.246363636363636
17027A,INCENSE BAZAAR CANNABIS,228,84.84,2,0.355
84251B,"GREETING CARD, STICKY GORDON",319,84.83999999999999,61,0.3998360655737705
79051A,SMOKEY GREY COLOUR GLASS,236,84.76,15,0.426
46775B,BERRIES CHUNKY KNITTED THROW,5,84.75,4,16.95
16051,TEATIME PENCIL W STAMP ASST,941,84.69,4,0.4325
23456,MEDIUM PARLOUR FRAME,22,84.1,2,3.95
84251F,"GREETING CARD, RITA",341,83.97,50,0.4414
90141C,TURQ PENDANT TRIPLE SHELL NECKLACE,16,83.69,13,5.295384615384616
22016,Dotcomgiftshop Gift Voucher £100.00,1,83.33,1,83.33
23442,12 HANGING EGGS HAND PAINTED,40,83.2,7,2.08
82605,OLD DOC.RUSSEL METAL SIGN,41,82.94,24,2.185
90176D,DIAMANTE NECKLACE PURPLE,11,82.81,7,7.5442857142857145
90002B,FLOWER BURST SILVER RING ROSE,22,82.74,11,3.771818181818182
90177E,DROP DIAMANTE EARRINGS GREEN,28,82.71,22,2.9545454545454546
90189A,SILVER 2 STRAND NECKLACE-LEAF CHARM,11,82.64,8,7.5175
90130A,WHITE STONE/CRYSTAL EARRINGS,28,82.50999999999999,16,2.944375
90069,RUBY GLASS CLUSTER NECKLACE,11,82.5,5,7.5
21699,SET 5 MINI CHOCOLATE FRIDGE MAGNETS,108,82.44,3,1.2266666666666666
84907,PINK/YELLOW PATCH CUSHION COVER,8,82.34,5,11.878
90183B,AMETHYST DROP EARRINGS W LONG BEADS,28,81.92999999999999,24,2.9304166666666664
22579,WOODEN TREE CHRISTMAS SCANDISPOT,96,81.6,3,0.85
22566,"FELTCRAFT HAIRBAND S/2, PINK/PURPLE",96,81.6,8,0.85
35610C,WHITE CHRISTMAS FLOCK DROPLET,94,81.56,8,1.46875
72779,SET/6 BLACK ROSE T-LIGHT CANDLES,48,81.12,15,1.69
16201B,PASTEL BLUE PHOTO ALBUM,34,81.1,5,2.838
90121B,VINTAGE ROSE BEAD BRACELET BLUE,19,80.75,9,4.25
22530,MAGIC SLATE DOLLY GIRL,192,80.64,4,0.42
22531,MAGIC SLATE CIRCUS PARADE,192,80.64,4,0.42
84596I,WRAP SWEETS LIGHT PINK SMALL BOWL,72,80.62,10,1.3472727272727274
17011E,ORIGAMI OPIUM SCENT INCENSE+FLOWER,124,80.6,1,0.65
22346,PARTY PIZZA DISH GREEN RETROSPOT,89,80.50999999999999,19,1.063157894736842
DCGS0069,OOH LA LA DOGS COLLAR,5,80.31,5,16.062
35265,COLOURFUL FLOWER FRUIT BOWL,21,80.0,16,3.453125
84415B,BLUE FLOCK CUSHION COVER,24,80.0,7,3.392857142857143
23370,SET 36 COLOUR PENCILS DOILEY,64,80.0,3,1.25
90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,48,79.87,27,1.6688888888888886
90206A,GOLD DIAMANTE STAR BROOCH,16,79.6,12,4.983333333333333
90125B,AQUA BERTIE GLASS BEAD BAG CHARM,44,79.57,17,2.2058823529411766
84795E,RIO PINK STRIPE HAMMOCK,10,79.5,5,7.95
84548,CROCHET BEAR RED/BLUE  KEYRING,48,79.2,13,1.65
22649,STRAWBERRY CAKE TEAPOT,16,79.2,4,4.95
90038B,GLASS AND PAINTED BEADS BRACELET OL,21,79.19,13,3.7838461538461536
90064A,WHITE VINTAGE CRYSTAL EARRINGS,20,79.14,12,4.054166666666667
90039B,FIRE POLISHED GLASS BRACELET MONTAN,21,78.99,11,3.771818181818182
90064B,BLACK VINTAGE  CRYSTAL EARRINGS,21,78.75,12,3.75
22344,PARTY PIZZA DISH PINK WHITE SPOT,75,78.72999999999999,19,1.1973684210526316
35931,PINK STAR CHRISTMAS DECORATION,156,78.11999999999999,15,0.48466666666666663
84455,SET OF 3 RABBIT CARROTS EASTER,85,77.96,20,1.014
90214H,"LETTER ""H"" BLING KEY RING",83,77.71,53,0.9809433962264151
23497,CLASSIC CROME BICYCLE BELL,60,77.4,2,1.35
21450,DISTRESSED CANDLE STICK WHITE,13,77.35,3,5.95
90176C,DIAMANTE NECKLACE,10,77.0,6,7.833333333333333
21595,Dad's Cab Electronic Meter,9,76.95,9,8.55
84251C,"GREETING CARD, TWO SISTERS.",247,76.67999999999999,53,0.43830188679245285
84425A,WHITE GLASS TV TRIPLE FRAME,18,76.6,9,4.2555555555555555
90100,NECKLACE+BRACELET SET PINK DAISY,30,76.5,12,2.55
90214N,"LETTER ""N"" BLING KEY RING",78,76.4,43,1.048181818181818
90020,FILIGREE DIAMANTE CHAIN,6,76.23,4,12.682500000000001
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",168,75.88,7,1.1171428571428572
90176A,CLASSIC DIAMANTE NECKLACE JET,10,75.88,7,7.581428571428572
22416,SET OF 36 SPACEBOY PAPER DOILIES,51,75.42,8,1.63375
62043B,BLUE CHECK BAG W HANDLE 34X20CM,54,75.16000000000001,10,1.2399999999999998
16161E,WRAP BOUDOIR,750,75.0,9,0.1
37399,"ASS RETROSPOOF MUGS,SPORTS",143,75.0,6,0.9733333333333333
23061,VINTAGE ENGRAVED HEART,60,75.0,4,1.25
84757,ENCHANTED GARDEN WROUGHT IRON TABLE,5,74.75,4,14.95
23044,PAPER LANTERN 9 POINT HOLLY STAR 23,18,74.7,5,4.15
23068,ALUMINIUM HEART,30,74.7,6,2.49
21267,VINTAGE PINK TINSEL REEL,24,74.6,10,3.4200000000000004
90012A,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,13,74.38,7,8.097142857142858
84919,L BLUE C/COVER W PINK/YELLOW FLOWER,8,74.31,4,11.6275
84593,CROCHET ROSE DES CLOTHES HANGER,25,73.75,7,2.95
15030,FAN BLACK FRAME,254,73.66,26,0.29
90130C,GREEN STONE/CRYSTAL EARRINGS,25,73.62,24,2.9441666666666664
79331,PINK FLOCK GLASS CANDLEHOLDER,60,73.60000000000001,9,1.3677777777777775
84447,6 RABBIT CHAIN EASTER,69,72.42,19,1.361578947368421
90214B,"LETTER ""B"" BLING KEY RING",75,72.33,40,1.0195
84427B,BLACK GLASS TV DOUBLE P/FRAME 15X10,17,72.25,5,4.25
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,23,72.18,16,3.18875
84746,PINK EASTER HENS+FLOWER,23,72.06,16,3.105
90031,BILI NUT AND WOOD NECKLACE,52,71.9,9,3.2111111111111112
90038C,GLASS AND BEADS BRACELET IVORY,19,71.46000000000001,9,3.7733333333333334
35937,CERISE+GOLD CHRISTMAS STOCKING DEC,188,71.44,17,0.38
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,34,71.4,6,2.1
90060D,FIRE POLISHED GLASS NECKL BRONZE,12,71.4,8,5.95
84925C,FAIRY CAKES  WALL THERMOMETER,28,71.39999999999999,10,2.55
37509,NEW ENGLAND MUG W GIFT BOX,28,71.39999999999999,14,2.55
22950,SET OF 36 VINTAGE CHRISTMAS DOILIES,38,71.27,8,1.8175
84415A,PINK FLOCK SUEDE CUSHION COVER,27,71.25,6,2.9166666666666665
90037B,TINY CRYSTAL BRACELET GREEN,28,71.17,10,2.527
23413,DECROTIVEVINTAGE COFFEE GRINDER BOX,12,71.08,6,6.896666666666666
90179A,AMBER FINE BEAD NECKLACE W TASSEL,12,71.0,9,5.905555555555556
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,42,70.98,11,1.69
16256C,HEARTS PENCIL/RUBBER+5 MINI PENCILS,169,70.98,10,0.42000000000000004
84905,PINK BUTTERFLY C/COVER,10,70.82,6,7.596666666666667
84086B,YELLOW/BLUE RETRO RADIO,24,70.8,12,2.95
90187B,GREEN DROP EARRINGS W BEAD CLUSTER,21,70.6,15,3.366
20958,PORCELAIN HANGING BELL LARGE,38,70.5,10,1.92
90202B,WHITE ENAMEL FLOWER HAIR TIE,24,70.49,16,2.936875
90050,CRACKED GLAZE NECKLACE IVORY,10,70.16,6,7.06
22949,SET OF 36 DOLLY GIRL PAPER DOILIES,45,69.66,15,1.744
90131,PINK/AMETHYST/GOLD NECKLACE,10,69.62,5,6.974000000000001
GIFT_0001_80,Dotcomgiftshop Gift Voucher £80.00,1,69.56,1,69.56
84918,CREAM C/COVER W YELLOW/GREEN FLOWER,10,69.5,3,6.95
81952V,ROUND PURPLE CLOCK WITH SUCKER,365,69.35,24,0.19
72140F,HAPPY ANNIVERSARY CANDLE LETTERS,175,69.18,14,0.41600000000000004
35916B,BLUE FELT HANGING HEART W FLOWER,57,69.1,16,1.458125
90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,41,68.17999999999999,23,1.671304347826087
71215,METAL BASE FOR CANDLES,177,68.1,12,0.4091666666666667
47420,ASSORTED COLOUR SUCTION CUP HOOK,358,68.02,31,0.19
84857A,SILVER MONTE CARLO HANDBAG,8,68.0,3,8.5
DCGS0004,HAYNES CAMPER SHOULDER BAG,4,67.94,4,16.985
90140,PINK SWEETIE NECKLACE,9,67.9,7,7.557142857142857
90026C,GLASS BEAD HOOP NECKLACE GREEN,8,67.82,6,8.47
90026B,GLASS BEAD HOOP NECKLACE MONTANA,8,67.82,7,8.474285714285715
20879,TREE OF NOAH FESTIVE SCENTED CANDLE,57,67.8,11,1.8027272727272725
90002E,FLOWER BURST SILVER RING GREEN,18,67.77,11,3.774545454545455
84864A,PINK PAISLEY PHOTO ALBUM,7,67.71000000000001,4,8.455
90078,PINK/WHITE GLASS DEMI CHOKER,9,67.64,5,7.5280000000000005
90024F,NEW BAROQUE B'FLY NECKLACE CRYSTAL,8,67.61,6,8.436666666666667
47341B,BLUE TABLE RUN FLOWER,48,67.5,14,1.7857142857142858
84926B,SCOTTS ROSES TILE COASTER,54,67.5,10,1.25
47504J,ENGLISH ROSE SET/3 GARDEN TOOLS,5,67.25,4,14.825
90214P,"LETTER ""P"" BLING KEY RING",77,66.59,33,1.0396969696969698
35819P,"ACRYLIC HANGING JEWEL,PINK",95,66.55,7,0.5042857142857143
90037A,TINY CRYSTAL BRACELET RED,26,66.31,12,2.5508333333333333
40002,WHITE BAMBOO RIBS LAMPSHADE,78,66.3,1,0.85
90037C,TINY CRYSTAL BRACELET BLUE,26,66.08,13,2.5330769230769232
85072,OCCASIONS GIFT CARD ASSORTMENT,120,66.0,1,0.55
79329,PINK FLOCK GLASS CANDLEHOLDER,100,65.94,7,1.2871428571428571
84340,LARGE FIBRE OPTIC CHRISTMAS TREE,21,65.76,11,4.346363636363637
79406,FROSTED WHITE BASE,259,65.62,21,0.3961904761904762
90179B,PURPLE FINE BEAD NECKLACE W TASSEL,11,65.31,9,5.934444444444445
72812,LARGE ZINC/GLASS CANDLEHOLDER,27,65.23,9,2.8133333333333335
84705A,ENGLISH ROSE PHOTO FRAME,14,65.10000000000001,7,4.65
47016,LIGHT DECORATION BATTERY OPERATED,31,65.1,5,2.1
90141B,IVORY PENDANT TRIPLE SHELL NECKLACE,13,64.94,9,5.015555555555555
23235,BISCUIT TIN VINTAGE LEAF,24,64.56,3,2.7566666666666664
84551,CROCHET DOG KEYRING,39,64.35,8,1.65
90046,WHITE WITH METAL BAG CHARM,13,64.35,7,4.95
90074,BLACK DIAMOND CLUSTER NECKLACE,7,64.09,6,9.19
23253,16 PC CUTLERY SET PANTRY DESIGN,4,63.8,1,15.95
79534,MULTICOLOUR GLASS PLATE,116,63.8,16,0.55
85018B,S/6 PAPER BOXES BLOSSOM IMAGES,15,63.75,10,4.25
20791,BLUE TILED SET OF 3 DRAWERS,5,63.75,1,12.75
85018A,S/6 PAPER BOXES ROMANTIC IMAGES,15,63.75,10,4.25
20905,VINTAGE KEEPSAKE BOX BEAUTY GIRL,10,63.5,4,6.35
22845,"CAT FOOD CONTAINER , VINTAGE",10,63.5,3,6.349999999999999
90205A,LARGE MINT DIAMANTE HAIRSLIDE,38,63.46,22,1.674090909090909
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,26,63.28,13,2.696923076923077
22987,"WRAP , SUMMER ROSE DESIGN",150,63.0,6,0.42
72709,IVORY SCULPTED RND CANDLE,74,62.9,13,0.8499999999999999
84529B,BLUE KNITTED KID'S RUCKSACK,13,62.35,5,5.226
35607B,BLACK FEATHER CHRISTMAS DECORATION,312,62.3,17,0.2788235294117647
47348A,FUSCHIA VOILE POINTY SHOE DEC,103,62.01,16,0.78
84450B,PINK/YELLOW RABBIT SAT EASTER,88,61.92,29,0.7427586206896551
17136A,BLUE STONES ON WIRE FOR CANDLE,743,61.78,34,0.10676470588235294
20620,RED SPOTTY PASSPORT COVER,15,61.76,14,4.104285714285714
35817B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",143,61.3,3,2.6999999999999997
35973,GERANIUM FOLKART HEART DECORATION,49,61.25,13,1.25
16151A,FLOWERS HANDBAG blue and orange,49,61.25,3,1.25
23541,"WALL ART ,PUDDINGS",8,61.2,2,7.85
22578,WOODEN STAR CHRISTMAS SCANDISPOT,72,61.2,2,0.85
22565,FELTCRAFT HAIRBANDS PINK + WHITE,72,61.199999999999996,6,0.85
35910B,PINK FLOWERS RABBIT EASTER,29,61.07,8,2.515
90214I,"LETTER ""I"" BLING KEY RING",62,61.0,27,1.0766666666666667
22537,MAGIC SLATE DINOSAUR,144,60.480000000000004,3,0.42
84984B,RED PEONY DES C/COVER,13,60.45,6,4.65
22619,SET Of 6 SOLDIER SKITTLES,16,60.0,3,3.75
84875A,PINK SQUARE COMPACT MIRROR,16,60.0,12,3.75
22409,TIN CAN BISCUITS DESIGN,48,60.0,4,1.25
22953,BIRTHDAY BANNER TAPE,48,60.0,3,1.25
23629,SET 10 CARDS DRESSING UP 17077,24,59.760000000000005,10,2.49
90021,LASER CUT MULTI STRAND NECKLACE,5,59.75,4,11.95
90171,DAISY RING,47,59.65,27,1.2725925925925925
GIFT_0001_70,Dotcomgiftshop Gift Voucher £70.00,1,59.57,1,59.57
84582,PINK CROCHET CAT WITH SCARF,14,59.5,11,4.25
44241C,BLUE BUTTERFLY ON SPRING,70,59.5,8,0.85
23325,RUSTIC STRAWBERRY JAMPOT SMALL,36,59.400000000000006,3,1.6499999999999997
35654,VINTAGE BEAD FILLED PINK CUSHION,12,59.400000000000006,5,4.95
22329,ROUND FOOD CONTAINER S/5 RETROSPOT,36,59.400000000000006,3,1.6499999999999997
22973,CHILDRENS CIRCUS PARADE MUG,36,59.400000000000006,3,1.6499999999999997
23537,I LOVE LONDON WALL ART,12,59.4,2,4.95
35001B,HAND OPEN SHAPE BLACK,17,59.330000000000005,6,3.49
90011B,BLACK CRYSTAL DROP EARRINGS,20,59.06,15,2.954
35909A,RABBIT EASTER DECORATION,20,59.0,5,2.95
22903,CALENDAR FAMILY FAVORITES,20,59.0,4,2.95
81985A,"ICON ALARM CLOCK,FUSCHIA  PIN UP",23,58.65,7,2.55
85023C,PINK LARGE JEWELED PHOTOFRAME,23,58.65,11,2.55
